key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-470329180,Attribution Style And Psychosis: Evidence For An Externalizing Bias In Patients But Not In Individuals At High Risk,2006,1,1,PSYCHOLOGICAL MEDICINE,,,,,JANSSEN I and VERSMISSEN D and CAMPO JA and MYIN-GERMEYS J and KRABBENDAM L,,,,,"Background. The aims of the study were to investigate whether (i) patients with lifetime presence of non-affective psychosis show an external-personal attribution bias for negative events, (ii) this attribution style can also be detected in first-degree relatives of patients with psychosis and subjects with subclinical psychotic experiences, and (iii) this attribution style is related to the presence of psychotic symptoms, in particular delusions. Method. Participants were 23 patients with lifetime presence of non-affective psychosis, a high-risk group of 36 first-degree relatives of patients with non-affective psychosis, a high-risk group of 31 subjects with subclinical psychotic experiences and 46 normal controls. Attribution style was measured by the internal, personal and situational attribution questionnaire. Positive symptoms were assessed with the present state examination (pse) and the scale for the assessment of positive symptoms (saps). Results. Relative to the controls, an externalizing bias was apparent in the patient group (beta=0(.)20, p=0(.)03) but not in the two high-risk groups. There was a dose-response association between externalizing bias and the delusions subscale of the pse (relative to lowest level: highest level of delusions: beta=0(.)53, p=0(.)04; intermediate levels of delusions: beta=0(.)23, p=0(.)35). No significant differences were found in personalizing bias between the four groups. Conclusions. Patients with psychosis tend to use an externalizing bias in their explanations of negative social events, and this bias is associated with the presence of positive psychotic symptoms, in particular delusions. A deviant attribution style is not part of the vulnerability to psychosis.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,NA;Psychotic Disorders;Bias (Epidemiology),,
rayyan-470329181,Versatilidad Atribucional Y Tratamiento Farmacológico De La Depresión = Attributional Versatility And Pharmacological Treatment Of Depression,1991,1,1,REVISTA DE PSIQUIATRÍA DE LA FACULTAD DE MEDICINA DE BARCELONA,,,,,POLAINO A and BARCELÓ M and MALDONADO CL,,,,,"Studied the effect of treatment with antidepressant drugs on the cognitive attributions of depressed patients. Human subjects: 30 male and female spanish adults (aged 1841 yrs) (major depression or dysthymic disorder). Ss received lofepramine (140210 mg/day) and maprotiline (75 mg/day) for 3 mo. Treatment efficacy and effects on cognitive attributions were evaluated prior to treatment and at 1 and 3 mo after initiation of treatment. The depression questionnaire by m. Hamilton, the locus of control scale by j. B. Rotter (1966), the depression inventory by a. T. Beck (1974), the self-esteem questionnaire by s. Coopersmith (1959), and the consistency of self-concept questionnaire by k. J. Gergen and s. J. Morse (1967) were used. Statistical tests were also used. (English abstract) (psycinfo database record (c) 2016 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,LOFEPRAMINE & MAPROTILINE;COGNITIVE ATTRIBUTIONS;1841 YR OLDS WITH MAJOR DEPRESSION OR DYSTHYMIC DISORDER;SPAIN;ANTIDEPRESSANT DRUGS;ATTRIBUTION;DRUG THERAPY;DYSTHYMIC DISORDER;MAJOR DEPRESSION;MAPROTILINE,,
rayyan-470329182,Depressed Patients Understand Heart Failure Prognosis But Not How To Control It.,2009,1,1,HEART & LUNG : THE JOURNAL OF CRITICAL CARE,,,,,ALBERT NM and ZELLER R,,,,,"Background: depression prevalence in patients with heart failure (hf) is 21% to 42%. Conceptual illness beliefs that patients have about hf may be associated with depression.; Methods: we examined whether accuracy of illness beliefs was associated with depression. Illness belief scores were compared with depression severity, and multivariable analyses were performed to determine factors that were independently associated with depression.; Results: in 219 elderly patients with hf, depression prevalence was 47%. Accuracy of illness beliefs was associated with depression (r = .224; p = .049), due solely to accuracy of beliefs about consequences of hf (p = .005). Beliefs about how to control hf remained stable as depression severity increased. After controlling for significant univariable factors, mean illness belief and consequence scores remained associated with depression.; Conclusion: in this sample, accuracy of beliefs about hf consequences increased but beliefs about how to control hf remained unchanged as depression severity worsened. This combination of hf beliefs may influence coping through self-care behaviors.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,STRESS;PSYCHOLOGICAL*;DEPRESSION/*PREVENTION & CONTROL;HEART FAILURE/*COMPLICATIONS;ADAPTATION;PSYCHOLOGICAL;ADULT;AGED;80 AND OVER;DEPRESSION/ETIOLOGY;FEMALE;HEALTH STATUS INDICATORS;HUMANS;MALE;MIDDLE AGED;MODELS;PROGNOSIS;PSYCHOMETRICS;RETROSPECTIVE STUDIES;RISK FACTORS;SEVERITY OF ILLNESS INDEX;SURVEYS AND QUESTIONNAIRES;Prognosis;Depression;Heart Failure,,
rayyan-470329183,Social Psychiatry In Africa: Evidence And Challenges,2010,1,1,"PRINCIPLES OF SOCIAL PSYCHIATRY., 2ND ED.",,,,,GUREJE O and MAKANJUOLA V and MORGAN C and BHUGRA D,,,,,"This chapter discusses social psychiatry in africa including epidemiology of mental disorders; social and cultural context of how mental disorders are experienced; models of mental disorder; social determinants of mental disorder; stigma; and mental health services. There have been many misconceptions about the nature and distribution of mental disorder in africa. Over time, evidence has accrued that demonstrates beyond doubt that the need for mental health care is substantial. At present, such care remains primarily centred in psychiatric hospitals and is unevenly distributed within and across african countries. The 'scaling-up' of mental health services in africa, and indeed across the developing world, to deliver effective interventions at relatively low cost has enormous potential to relieve what is a major cause of suffering and disability. (Psycinfo database record (c) 2022 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,NA;Community Psychiatry,,
rayyan-470329184,"Differences In Posttraumatic Stress Disorder, Depression, And Attribution Of Symptoms In Service Members With Combat Versus Noncombat Mild Traumatic Brain Injury",2020,1,1,THE JOURNAL OF HEAD TRAUMA REHABILITATION,,,,,HARDY M and KENNEDY J and REID M and COOPER D,,,,,"Objective: this study compares combat-related mild traumatic brain injury (mtbi) to non-combat-related mtbi in rates of posttraumatic stress disorder (ptsd) and depression after injury, severity of postconcussive symptoms (pcss), and attribution of those symptoms to mtbi versus ptsd. Participants: a total of 371 active duty service members (sms) with documented history of mtbi, divided into combat and non-combat-related cohorts. Design: retrospective cohort study. Main measures: diagnoses of ptsd and depression based on medical record review and self-report. Pcss measured using neurobehavioral symptom index. Attribution of symptoms based on a rating scale asking how much mtbi, ptsd, depression, deployment, or readjustment stress contributed to current symptoms. Results: prevalence of ptsd was significantly higher after a combat-related mtbi, compared with a noncombat mtbi (p = .001). Prevalence of depression did not differ between the 2 groups. Pcss were high in both combat and noncombat mtbis, with no statistical difference between groups. Sms with ptsd reported higher pcs, regardless of combat status. Sms without ptsd attributed symptoms mainly to mtbi, whereas sms with ptsd, regardless of combat status, were much more likely to attribute symptoms to ptsd, depression, and deployment/readjustment stress. Conclusions: this research contributes to our understanding of the complex interplay between mtbi and ptsd in both combat and noncombat injuries within the military population and the importance of addressing both simultaneously. (Psycinfo database record (c) 2022 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,"COMBAT;MILD TRAUMATIC BRAIN INJURY;MILITARY HEALTHCARE;POSTCONCUSSION SYNDROME;POSTCONCUSSIVE SYMPTOMS;POSTTRAUMATIC STRESS DISORDER;ATTRIBUTION;MAJOR DEPRESSION;SYMPTOMS;TRAUMATIC BRAIN INJURY;BRAIN CONCUSSION;COMBAT EXPERIENCE;Brain;Stress Disorders, Post-Traumatic;Brain Injuries",,
rayyan-470329185,"Estranged Bodies, Simulated Harmony, And Misplaced Cultures: Neurasthenia In Contemporary Chinese Society.",1998,1,1,PSYCHOSOMATIC MEDICINE,,,,,LEE S,,,,,"Objective: to study the sociocultural transformation of neurasthenia (shenjing shuairuo, sjsr), as both disease and illness, in chinese society.; Method: this is based on a critical review of evidence drawn from the psychiatric and anthropological literature, and the use of a single case study.; Results: sjsr remains a ubiquitous illness in socio-politically different chinese societies, but the americanization of chinese psychiatry has paradoxically made the ""same"" disease category languish rapidly in professional practice. Although it engages bodily modes of attention, sjsr is far from being a physical, somatoform, or chronic fatigue disorder.; Conclusions: psychiatric disease and illness do not run a ""natural"" course independent of social and historical contexts. Sjsr usefully muddles the cartesian mind-body dichotomy and is readily compatible with psychosocial manifestations and explanatory models. From a sociosomatic perspective, the embodied world of sjsr may arbitrate as well as critique the conjunctures of large-scale political, economic, and moral transformations in chinese communities. These macrosocial forces and their local manifestations need to be considered in deriving a cross-culturally valid paradigm of psychosomatic medicine.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,BODY IMAGE*;CULTURAL CHARACTERISTICS*;MIND-BODY RELATIONS;METAPHYSICAL*;NEURASTHENIA/*ETHNOLOGY;SOMATOFORM DISORDERS/*ETHNOLOGY;CHINA;HUMANS;NEURASTHENIA/PSYCHOLOGY;SICK ROLE;SOCIAL CONDITIONS;SOMATOFORM DISORDERS/PSYCHOLOGY,,
rayyan-470329186,Cross-Cultural Examination Of Beliefs About The Causes Of Bulimia Nervosa Among Australian And Japanese Females,2015,1,1,INTERNATIONAL JOURNAL OF EATING DISORDERS,,,,,DRYER R and UESAKA Y and MANALO E and TYSON G,,,,,"Objectiveto identify similarities and differences in beliefs about the causes of bulimia nervosa (bn) held by asian (japanese) women and western (australian) women, and hence, to examine the applicability of belief models of eating disorders (ed) across different cultures. Methodfour hundred three japanese and 256 australian female university students (aged 17-35 years) completed a questionnaire that gauged beliefs about the causes of bn. Resultsamong the australian women, the four-component structure of perceived causes (dieting and eating practices, family dynamics, socio-cultural pressure, and psychological vulnerability) found in dryer et al. (2012) was replicated. Among the japanese women, however, a three-component structure (without the psychological vulnerability component) was obtained. The groups also differed in the causal component they most strongly endorsed, that being socio-cultural pressure for the australian women, and dieting and eating practices for the japanese women. Discussionthe japanese participants were found to endorse three out of the four western-based causal explanations for bn, but the relative importance they placed on those explanations differed from that of the australian participants. Further research is needed, particularly to establish whether japanese women simply fail to see psychological vulnerability as a viable cause of bn, or there are in fact cultural differences in the extent to which such vulnerability causes bn. (C) 2014 wiley periodicals, inc. (Int j eat disord 2015; 48:176-186)","RAYYAN-INCLUSION: {""Ian""=>""Included""}",,EATING DISORDERS;BULIMIA NERVOSA;CAUSAL BELIEFS;CULTURAL SIMILARITIES;AND DIFFERENCES;AUSTRALIAN AND JAPANESE WOMEN;Bulimia,,
rayyan-470329187,Stigmatization Of Anorexia Nervosa,2006,1,1,INTERNATIONAL JOURNAL OF EATING DISORDERS,,,,,STEWART MC and KEEL PK and SCHIAVO RS,,,,,"Objective: the current study examined the perceptions about an individual with anorexia nervosa (an) relative to perceptions about a healthy person and a person with another mental or nonmental illness. Method: ninety-one participants recruited from the community completed questionnaires targeting perceptions about 4 individuals: a healthy person, a person with asthma, a person with schizophrenia, and a person with an. Results: evaluations of personal characteristics were most negative for persons with an. Participants believed the person with an was most to blame for his/her condition, was best able to pull him/her-self together if he/she wanted to, and was most acting this way for attention and that biological factors were least relevant in developing the illness. Conclusion: negative perceptions of a person with an fell into stigma categories of self-attribution and responsibility. These attitudes may contribute to reluctance to seek treatment among individuals with an. (C) 2006 by wiley periodicals, inc.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,ANOREXIA NERVOSA;STIGMA;TREATMENT;CAUSAL ATTRIBUTIONS;Anorexia Nervosa;Stereotyping;Anorexia,,
rayyan-470329188,Anxiety Sensitivity Dimensions And Prediction Of Fearful Responding To Interoceptive Exposure Exercises,2003,1,1,NA,,,,,DEACON BJ,,,,,"Anxiety sensitivity (as), the tendency to fear one's own anxiety symptoms based on beliefs about their harmful consequences, reliably predicts fearful responding to a variety of tasks that produce strong interoceptive (i.e., somatic) sensations. Consistent with the idea that panic may result from the interaction between fears of specific anxiety symptoms and the experience of congruent anxiety symptoms, panic induction studies have consistently found that fears of the anxiety symptoms produced by a particular panic induction task are the strongest predictor of fearful responding to that task. These studies suggest that the predictive ability of as in panic induction studies can be significantly enhanced by measuring the construct at the multidimensional level, and that fears of specific types of anxiety symptoms might provide a more powerful explanatory model for predicting emotional responding to aversive stimuli. The goal of the present study was to examine the ability four as dimensions assessed by the anxiety sensitivity index - revised to predict fearful responding to four interoceptive exposure exercises in a nonclinical sample. Seventy-two undergraduate participants completed measures of as, anxiety symptoms, trait anxiety, and panic attack history. Participants then engaged in four exercises: (1) shaking their head quickly from side to side for 90 seconds, (2) running in place for 120 seconds, (3) breathing through a thin coffee straw for as long as possible over two consecutive trials, and (4) reading a prepared speech out loud into a video camera about feeling anxious while experiencing publicly observable anxiety reactions. Each exercise elicited a pattern of fearful responding that was generally consistent with theoretical expectations. Global as was significantly and uniquely associated with fearful responding to each exercise with the exception of reading the speech, even after controlling for trait anxiety and panic attack history. State anxiety was the strongest predictor of fear, and as did not account for unique variance in fear after controlling for state anxiety. Contrary to prediction, as dimensions did not demonstrate an interpretable pattern of predicting fearful responding to the exercises. The results are discussed in terms of cognitive theories of panic, and limitations of the present study and directions for future research are addressed. (Psycinfo database record (c) 2016 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,ANXIETY SENSITIVITY;ANXIETY SYMPTOMS;PANIC ATTACK HISTORY;INTEROCEPTIVE EXPOSURE EXERCISES;FEAR;ANXIETY;PANIC ATTACK;SYMPTOMS;Anxiety;Exercise,,
rayyan-470329189,Attribution Of Mental Illness To Work: A Delphi Study,2015,1,1,OCCUPATIONAL MEDICINE,,,,,WONG MGP and POOLE CJM and AGIUS R,,,,,"Background: clinicians may be asked whether mental ill-health has been caused by work but there is no guidance on how this judgement should be made. Aims: to seek a consensus on the factors that should be considered and how they should be sought when attributing mental ill-health to work. Methods: a three-round delphi study involving expert academics, occupational physicians, psychiatrists and psychologists. We deemed consensus had been reached when 66% or more of the experts were in agreement. Results: of 54 invited experts, 35 (65%) took part in the first round, 30 of these 35 (86%) in the second and 29 of these 30 (97%) in the final round. Consensus was reached for 11 workplace stressors: high job strain; effortreward imbalance; major trauma; interpersonal conflict; inadequate support; role ambiguity; personjob mismatch; organizational injustice; organizational culture; work scheduling and threats to job security. Seven personal factors were identified as being important: previous mental illness; personality traits of neuroticism; adverse life events or social circumstances; resilience; a family history of mental illness and secondary gain. The worker, manager and co-workers were thought to be the most useful sources of workplace information. Consensus was reached for a definition of occupational mental illness but not for a threshold of work-relatedness. Conclusions: the attribution of mental ill-health to work is complex and involves the consideration of both workplace stressors and personal factors of vulnerability. Clinical consultation with an occupational physician who is familiar with the workplace is central to the process. (Psycinfo database record (c) 2016 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Included""}",,ATTRIBUTION;MENTAL ILL-HEALTH;WORK;MENTAL DISORDERS;OCCUPATIONAL STRESS;WORK (ATTITUDES TOWARD);HEALTH PERSONNEL ATTITUDES;Delphi Technique;Mentally Ill Persons,,
rayyan-470329190,Living With Schizophrenia: Perspectives Of Turkish People With Schizophrenia From Two Patient Associations On How The Illness Affects Their Lives,2019,1,1,INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,,,,,KARANCI NA and ARAS A and KUMPASOGLU GB and CAN D and CAKIR E and KARAASLAN C and SEMERCI D,,,,,"Background: schizophrenia is a chronic mental illness affecting the social and occupational lives of the sufferers and posing a considerable burden on the patients and their families. Furthermore, negative societal reactions and the internalization of these attitudes exacerbate the difficulties encountered. This study examines the perspectives of turkish people with schizophrenia on how they view the impact of the illness on their lives, the societal reactions and attitudes to schizophrenia and whether they agree with these reactions. Methods: twenty-three adult participants, all members of two schizophrenia associations in ankara, capital of turkey, were recruited. Semistructured interviews were used to find out their perspectives on how the illness affected their lives, how the society reacts to them and their views on these reactions. Interviews were recorded, transcribed and thematic analysis was used to capture the general and the subthemes. Results: the findings suggest that causal attributions for the illness, the impact of illness on various life domains, challenges of living with the illness and finally stigmatization are general categories that capture the perspectives of the participants. Conclusion: people diagnosed with schizophrenia experience the impacts and burdens of their illness in various domains of their lives and negative societal reactions heighten these burdens. It seems important to consider the challenges faced by people with schizophrenia in living with their illness and the impacts of negative societal behaviors and attitudes in offering psychosocial interventions programs for supporting this group. Furthermore, combating negative societal attitudes also seems to be necessary.","RAYYAN-INCLUSION: {""Ian""=>""Included""}",,SCHIZOPHRENIA;IMPACT OF ILLNESS;CHALLENGES FACED;STIGMATIZATION;Schizophrenia,,
