key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-881236439,Mental health problems and needs of frontline healthcare workers during the COVID-19 pandemic in Spain: A qualitative analysis,2022,7,,FRONTIERS IN PUBLIC HEALTH,,10,,,"Mediavilla, Roberto and Monistrol-Mula, Anna and McGreevy, Kerry R. R. and Felez-Nobrega, Mireia and Delaire, Audrey and Nicaise, Pablo and Palomo-Conti, Santiago and Bayon, Carmen and Bravo-Ortiz, Maria-Fe and Rodriguez-Vega, Beatriz and Witteveen, Anke and Sijbr and ij, Marit and Turrini, Giulia and Purgato, Marianna and Vuillermoz, Cecile and Melchior, Maria and Petri-Romao, Papoula and Stoffers-Winterling, Jutta and Bryant, Richard A. A. and McDaid, David and Park, A-La and Ayuso-Mateos, Jose Luis and Consortium, RESPOND",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND","BackgroundHealthcare workers (HCWs) from COVID-19 hotspots worldwide have reported poor mental health outcomes since the pandemic's beginning. The virulence of the initial COVID-19 surge in Spain and the urgency for rapid evidence constrained early studies in their capacity to inform mental health programs accurately. Here, we used a qualitative research design to describe relevant mental health problems among frontline HCWs and explore their association with determinants and consequences and their implications for the design and implementation of mental health programs. Materials and methodsFollowing the Programme Design, Implementation, Monitoring, and Evaluation (DIME) protocol, we used a two-step qualitative research design to interview frontline HCWs, mental health experts, administrators, and service planners in Spain. We used Free List (FL) interviews to identify problems experienced by frontline HCWs and Key informant (KI) interviews to describe them and explore their determinants and consequences, as well as the strategies considered useful to overcome these problems. We used a thematic analysis approach to analyze the interview outputs and framed our results into a five-level social-ecological model (intrapersonal, interpersonal, organizational, community, and public health). ResultsWe recruited 75 FL and 22 KI interviewees, roughly balanced in age and gender. We detected 56 themes during the FL interviews and explored the following themes in the KI interviews: fear of infection, psychological distress, stress, moral distress, and interpersonal conflicts among coworkers. We found that interviewees reported perceived causes and consequences across problems at all levels (intrapersonal to public health). Although several mental health strategies were implemented (especially at an intrapersonal and interpersonal level), most mental health needs remained unmet, especially at the organizational, community, and public policy levels. ConclusionsIn keeping with available quantitative evidence, our findings show that mental health problems are still relevant for frontline HCWs 1 year after the COVID-19 pandemic and that many reported causes of these problems are modifiable. Based on this, we offer specific recommendations to design and implement mental health strategies and recommend using transdiagnostic, low-intensity, scalable psychological interventions contextually adapted and tailored for HCWs.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Fiona""=>""Excluded"", ""Consensus""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not sure",10.3389/fpubh.2022.956403,psychological distress; mental health; occupational health; healthcare workers (HCWs); COVID-19; free list interviews; key informant interviews; qualitative study;Spain;Mental Health,,
rayyan-881236440,Masculinity in the consulting room: A child psychotherapist's experiences,2022,4,,EUROPEAN JOURNAL OF PSYCHOTHERAPY \& COUNSELLING,1364-2537,24,2,237-250,"Briggs, Andrew",,English,"ROUTLEDGE JOURNALS, TAYLOR \& FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND","This paper takes its cue from those given at the conference Psychotherapy and Healthy Masculinity. These prompted the author to reflect on how he experienced masculinity as a psychotherapist working with families within NHS England's CAMHS. The difficulties in children leading to their referral demonstrated a problematic parenting in which the diminished role of the father was causal. Beliefs about masculinity held within the family matrix were largely ones that functioned to fill epistemic lacunae. Such filling represents a double injustice. Not only is there very little empirically based thinking about fathers in our western culture for families to draw upon to make sense of their experiences. Instead, this dearth is often falsely compensated through ideologically derived pejorative concepts, that invariably do not relate to experience. The paper discusses the perniciousness of relying upon ideological perceptions of masculinity through focusing upon how easily they are acquired and work against the mental health of children and their families.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Aqsa""=>""Excluded"", ""Consensus""=>""Excluded""}",10.1080/13642537.2022.2101677,Class; epistemic injustice; fathers and mothers; femininity and masculinity; paternal function; transference;Only Child;Child;Referral and Consultation,,
rayyan-881236441,Causal beliefs regarding schizophrenia and help-seeking behaviors among patients with schizophrenia and family caregivers attending psychiatric clinics in Cambodia,,,,TRANSCULTURAL PSYCHIATRY,1363-4615,,,,"Marutani, Toshiyuki and Chhim, Sotheara and Taing, Sopheap and Nishio, Akihiro",,English,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND","Schizophrenia often follows a chronic or recurrent course, placing an immense burden on patients and their families. Mental health services in Cambodia are still highly limited, thus there is a major treatment gap. It is common that people consult traditional healers (Kru Khmer) and monks. In this culture, people who receive psychiatric medical treatment are expected to exhibit higher mental health literacy, but little is known about this factor. In this study, we interviewed 59 patients with schizophrenia and 59 family caregivers attending psychiatric clinics in Cambodia. Through qualitative analysis using a thematic analysis approach, we extracted eight themes of causal beliefs regarding schizophrenia: (1) spiritual beliefs, (2) cultural symptoms, (3) physical problems, (4) heredity, (5) substance abuse, (6) traumatic events, (7) stress in human relationships or in one's social environment, and (8) socioeconomic position. We found that ``thinking too much{''} (kit chroeun) and ``worrying too much{''} (prouy / barom chroeun), cultural idioms of distress, were recognized as causal factors of schizophrenia by both parents and family caregivers. Some participants were aware of the possible causal factors in light of the latest psychiatry findings, such as genetic factors and childhood trauma. Our data show that causal beliefs are not a decisive factor in shortening the duration of untreated psychosis (DUP). In Cambodia, where the treatment for schizophrenia is pluralistic, we suggest that it is crucial to embed the meaning of psychiatric treatment into local meaning worlds for better help-seeking behaviors.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Fiona""=>""Included"", ""Consensus""=>""Included""}",10.1177/13634615221107207,Cambodia; causal beliefs; help-seeking behaviors; idioms of distress; schizophrenia; traditional medicine;Schizophrenia,,
rayyan-881236442,Explanatory models of mental illness among working professionals diagnosed with bipolar or depression in the United States,,,,INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,0020-7640,,,,"Elliott, Marta",,English,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND","Background: People diagnosed with mental illness develop a variety of explanatory models of their conditions in the face of uncertainty. Explanatory models matter because they are associated with internalized stigma and illness behaviors such as treatment preferences. Aims: This paper explores how working professionals in the United States draw on biological and/or environmental factors to explain the cause(s) of their diagnoses of bipolar or depression. Method: Findings are derived from an analysis of transcripts of in-depth interviews with 52 individuals from across the United States who were invited to participate in a study of working professionals diagnosed with mental illness. About 25 self-identified as having bipolar disorder and 27 as having major depression. Transcript data were analyzed following the principles of flexible coding with the goal of establishing a typology of explanatory models of self-identified bipolar versus depression. Results: Six types of explanatory models emerged from the analysis. One was exclusively biological, a second was exclusively environmental, and the remaining four combined biological and environmental factors in different ways. Quotations from the interviews are provided to illustrate each type, and comparisons between types are made based on primary diagnosis (bipolar vs. depression), and self-reports of trauma and stressful experiences. Conclusion: Implications for the future research on explanatory models and how they may impact people who are diagnosed with a mental illness across multiple dimensions of their lives are presented.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Aqsa""=>""Included"", ""Consensus""=>""Included""}",10.1177/00207640221109156,Explanatory models; attributions; bipolar disorder; depression; professionals;Bipolar Disorder;United States,,
rayyan-881236443,Etiology of Problem Gambling in Canada,,,,PSYCHOLOGY OF ADDICTIVE BEHAVIORS,0893-164X,,,,"Williams, Robert J. and Shaw, Carrie A. and Belanger, Yale D. and Christensen, Darren R. and El-Guebaly, Nady and Hodgins, David C. and McGrath, Daniel S. and Stevens, Rhys M. G.",,English,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,"750 FIRST ST, NE, WASHINGTON, DC 20002-4242 USA","Public Health Significance Statement The public significance of this article is that it comprehensively identifies the most important predictors of concurrent and future problem gambling in Canada. This information can be used to guide more effective prevention and treatment. Objective: To conduct a large-scale national cohort study to identify the current etiological risk factors for problem gambling in Canada. Method: A cohort of 10,119 Canadian gamblers completed a comprehensive self-administered online questionnaire in 2018 and were reassessed in 2019. At baseline, the sample contained 1,388 at-risk gamblers, 1,346 problem gamblers, and 2,710 with a major DSM-5 mental health disorder. A total of 108 independent variables (IVs) were available for analysis, as well as the self-report of perceived causes of gambling-related problems for 1,261 individuals. Results: The strongest multivariate predictors of current and future problem gambling were ``gambling-related{''} variables (i.e., current and past problem gambling, intensive gambling involvement, playing electronic gambling machines (EGMs), gambling fallacies, socializing with other people having gambling-related problems, and family history of having gambling-related problems). Beyond gambling-related variables, greater impulsivity and lower household income were robustly predictive. Thirteen additional variables were either concurrently or prospectively predictive, but not both. In contrast to the many different quantitative predictors, self-reported causes tended to be singular and psychologically oriented (i.e., desire to win money, boredom, stress, poor self-control). Conclusions: The predictors of problematic gambling in the present study are very similar to the predictors identified in prior international longitudinal and cross-sectional research. This implies core cross-cultural risk factors, with gambling-related variables and impulsivity being most important, and comorbidities and demographic variables having more modest contributions. The additional value of the present results is that they comprehensively identify the relative importance of all known etiologically relevant variables within a current Canadian context.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Kelly""=>""Excluded"", ""Consensus""=>""Included""}",10.1037/adb0000843,etiology; problem gambling; longitudinal; cohort;Canada,,
rayyan-881236444,"Modeling the effects of Crisis Intervention Team (CIT) training for police officers: How knowledge, attitudes, and self-efficacy drive de-escalation skills and referral decisions",2022,7,,INTERNATIONAL JOURNAL OF LAW AND PSYCHIATRY,0160-2527,83,,,"Compton, Michael T. and Krishan, Shaily and Broussard, Beth and Bakeman, Roger and Fleischmann, Matthew H. and Hankerson-Dyson, Dana and Husb and s, Letheshia and Stewart, Tarianna and D'Orio, Barbara and Watson, Amy C.",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","Objective: Prior research on Crisis Intervention Team (CIT) training for police officers has demonstrated improvements in knowledge, attitudes, self-efficacy, and stigma, but how these factors work together to influence behavioral outcomes like de-escalation skills and referral decisions remains unstudied. Method: 251 CIT-trained and 335 non-CIT officers completed in-depth surveys measuring these six constructs. We used structural equation modeling to test fit of the data to our hypothesized model and made indicated changes to improve fit. Results: An alternate 8-path model (with three paths originally hypothesized being removed) fit reasonably well, and allowing path coefficients to differ for CIT and non-CIT groups resulted in models with similar fit statistics. Conclusion: CIT training enhances knowledge and attitudes, both of which have beneficial effects on stigma. Though an important outcome itself, lower stigma does not have an effect on de-escalation skills and referral decisions, though self-efficacy clearly does.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Aqsa""=>""Excluded"", ""Consensus""=>""Excluded""}",10.1016/j.ijlp.2022.101814,Crisis Intervention Team; Law enforcement; Police officers;Crisis Intervention;Referral and Consultation,,
rayyan-881236445,Adolescent perspectives on depression as a disease of loneliness: a qualitative study with youth and other stakeholders in urban Nepal,2022,6,,CHILD AND ADOLESCENT PSYCHIATRY AND MENTAL HEALTH,,16,1,,"Wahid, Syed Shabab and Ottman, Katherine and Bohara, Jyoti and Neupane, Vibha and Fisher, Helen L. and Kieling, Christian and Mondelli, Valeria and Gautam, Kamal and Kohrt, Br and on A.",,English,BMC,"CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Background There is a lack of research on the adolescent experience of depression in low- and middle-income countries. Criteria derived from research conducted primarily among adult Western populations inform current diagnostic standards for depression. These clinical categories are often used without exploration of their relevance to adolescent experience. Also, reliance on these categories may overlook other symptoms of depression that manifest in non-western settings. Cross-cultural qualitative work with adults in non-Western settings has suggested some differences with experience of depression and symptoms that are most relevant to service users. Research into adolescent experiences of depression is warranted to inform the development of effective interventions. Methods Qualitative interviews were conducted in Nepal with adolescents with depressive symptoms (n = 9), healthy adolescents (n = 3), parents (n = 6), teachers (n = 10), social workers (n = 14), primary (n = 6) and mental (n = 6) healthcare providers, and policymakers (n = 6). Two focus groups were conducted with parents (n = 12) of depressed and non-depressed adolescents. Data were analyzed according to the framework approach methodology. Results Loneliness was the hallmark experience that stood out for all adolescents. This was connected with 5 other clusters of symptoms: low mood and anhedonia; disturbances in sleep and appetite, accompanied by fatigue; irritability and anger; negative self-appraisals including hopelessness and self-doubt; and suicidality. Adolescents distinguished depression from other forms of stress, locally referred to as tension, and described depression to involve having ``deep tension.{''} Perceived causes of depression included (1) Family issues: neglectful or absent parents, relationship problems, and family discord; (2) Peer relationships: romantic problems, bullying, and friendship problems; and (3) Social media: social comparison, popularity metrics, cyberbullying, and leaking of personal information. Conclusions Consistent with other cross-cultural studies, loneliness was a core element of the adolescent experience of depression, despite its absence as a primary symptom in current psychiatric diagnostic classifications. It is important to note that among youth, symptoms were clustered together and interrelated (e.g., sleep and appetite changes were connected with fatigue). This calls for the need for more cross-cultural qualitative research on experience of depression among adolescents, and potential for modification of diagnostic criteria and prevention and treatments to focus on the experience of loneliness.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Kelly""=>""Included"", ""Consensus""=>""Included""}",10.1186/s13034-022-00481-y,Depression; Loneliness; Social isolation; Qualitative research; Adolescence; Nepal;Adolescent;Nepal,,
rayyan-881236446,Do we know the mind of others? Suspicion of malingering in emergency psychiatry,,,,NORDIC JOURNAL OF PSYCHIATRY,0803-9488,,,,"Boberg, Mateo and Jeppesen, Ulrik and Arnfred, Sidse and Nordgaard, Julie",,English,TAYLOR \& FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND","Introduction Malingering can be divided into simulation and exaggeration of symptoms. Malingering has traditionally been considered rare in general psychiatry. In contrast to earlier estimates, more recent studies report that doctors suspect malingering frequently in psychiatric emergency departments. The aim of this study is to survey how often doctors in psychiatric emergency units in a public, free-of-charge, mental health service suspect that patients are malingering, and which diagnoses, symptom complaints and suspected reasons for malingering doctors ascribe to their patients. Methods Questionnaires were distributed in three psychiatric emergency departments in Denmark. Suspected simulation and exaggeration were rated with a 5-point scale. Doctors were encouraged to write down the symptoms and perceived causes for suspected malingering. Results 362 questionnaires were filled in. 25\% of all patients were suspected of simulating to some degree. 8\% of patients were highly suspected or definitely believed to be simulating. Patients complaining of suicidal ideation were most frequently suspected of malingering. `Attention seeking' was the most common suspected reason for malingering. Patients with diagnoses of substance use and personality disorder were the most suspected of malingering. Conclusion This is the first study to investigate doctors' suspicions of psychiatric malingering in a European setting. Patients with established personality and substance use disorder are at higher risk of being suspected of malingering, which potentially affects the course of treatment significantly. The rise in suspected malingering is conspicuous and requires further investigation. Doctors are encouraged to act conservatively upon suspicion of malingering in emergency psychiatry.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Aqsa""=>""Included"", ""Consensus""=>""Excluded""}",10.1080/08039488.2022.2083676,Suspicion; emergency psychiatry; psychosis; suicide; simulation; symptom exaggeration;Emergencies,,
rayyan-881236447,"ETIOLOGY OF PSYCHIATRIC DISORDERS: LAY BELIEFS AND THE ROLE OF GENDER, FIELD OF STUDY AND PERSONALITY TRAITS",2022,6,,CLINICAL NEUROPSYCHIATRY,1724-4935,19,3,150-155,"Troisi, Alfonso and Dieguez, Giulia",,English,GIOVANNI FIORITI EDITORE,"VIA ARCHIMEDE 179, ROME, 00197, ITALY","In the present study, we recruited a large sample (N = 595) of highly educated participants to assess which causal variables they considered as more important in the etiology of two diagnostically unlabeled cases of psychiatric disorders. The first clinical case described a patient with early schizophrenia whereas the second clinical case described a patient with conversion disorder. We aimed at ascertaining if participants' gender, field of study (scientific vs. humanistic), and personality traits influenced their causal beliefs. Based on the scores assigned to both the clinical cases, participants believed that current life stressors were the most important etiological variable and that adverse early experiences were not an important causal factor in anyone of the two clinical cases. Regardless of their field of study, women perceived the loss of a loved one as a relevant variable in the etiology of conversion disorder. Participants' beliefs about the etiology of early schizophrenia varied with their field of study. Compared to participants studying humanities, those studying scientific disciplines attributed more importance to organic causes and less importance to unconscious conflict and early traumatic experiences. Overall, the role of personality traits in influencing causal beliefs was negligible. Public education about the causes of psychopathology is necessary to optimize actual usage of mental health services and treatment choice for psychiatric disorders.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Kelly""=>""Included"", ""Consensus""=>""Included""}",10.36131/cnfioritieditore20220303,etiology; lay beliefs; psychopathology; schizophrenia; conversion disorder; gender; field of study; personality traits,,
rayyan-881236448,Perceptions of causal attribution and attitudes to genetic testing among people with schizophrenia and their first-degree relatives,,,,EUROPEAN JOURNAL OF HUMAN GENETICS,1018-4813,,,,"Cullen, Melissa B. R. and Meiser, Bettina and Barlow-Stewart, Kristine and Green, Melissa and Appelbaum, Paul S. and Carr, Vaughan J. and Cairns, Murray J. and Lebowitz, M. S. and Kaur, Rajneesh",,English,SPRINGERNATURE,"CAMPUS, 4 CRINAN ST, LONDON, N1 9XW, ENGLAND","Rapid advances in the genetics of psychiatric disorders mean that diagnostic and predictive genetic testing for schizophrenia risk may one day be a reality. This study examined how causal attributions for schizophrenia contribute to interest in a hypothetical genetic test. People with schizophrenia and first-degree relatives of people with schizophrenia were recruited through a schizophrenia research bank and mental health organisation. Semi-structured telephone interviews were conducted with 13 individuals with schizophrenia and 8 first-degree relatives. Transcripts were subjected to a qualitative analysis using the thematic analysis framework. Five themes were developed: (i) ``It is like a cocktail{''}, with most participants aware that both genetic and environmental factors contributed to causation, and many mentioning the positive impact of genetic causal explanations; (ii) ``Knowledge is power{''} (i.e., in favour of genetic testing); (iii) Genetic testing provides opportunities for early intervention and avoiding triggers, with participants citing a wide range of perceived benefits of genetic testing but few risks; (iv) Views on reproductive genetic testing for schizophrenia risk with a few participants viewing it as ``playing God{''} but not necessarily being against it; and (v) ``It snowballs{''}, whereby participants' understanding of genetics was sophisticated with most believing that multiple rather than single genes contributed to schizophrenia. In conclusion, many individuals had a sound understanding of the role of genetic testing if it were to become available, with evidence of insight into the role of multiple genes and the contribution of other risk factors that may interact with any inherited genetic risk.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Aqsa""=>""Included"", ""Consensus""=>""Included""}",10.1038/s41431-022-01116-8,Schizophrenia;Genetic Testing;Causality,,
